Cancelled,DepTime,DepDelayMinutes,ArrDelayMinutes,AirTime,Distance,Month,DayOfWeek,DepDel15,ArrDel15
False,1128.0,0.0,0.0,55.0,296.0,4,7,0.0,0.0
False,1451.0,28.0,18.0,65.0,420.0,4,7,1.0,1.0
False,1557.0,22.0,7.0,274.0,2409.0,4,5,1.0,0.0
False,1307.0,37.0,47.0,34.0,157.0,4,5,1.0,1.0
False,1314.0,0.0,0.0,53.0,303.0,4,7,0.0,0.0
False,839.0,4.0,0.0,63.0,419.0,4,5,0.0,0.0
False,1350.0,15.0,20.0,158.0,1060.0,4,5,1.0,1.0
False,1804.0,24.0,1.0,89.0,536.0,4,6,1.0,0.0
False,1840.0,0.0,0.0,130.0,817.0,4,7,0.0,0.0
False,2126.0,21.0,11.0,20.0,67.0,4,7,1.0,0.0
False,1631.0,91.0,96.0,105.0,802.0,4,5,1.0,1.0
False,1710.0,0.0,0.0,70.0,374.0,4,6,0.0,0.0
True,,,,,757.0,4,5,,
False,1400.0,50.0,44.0,44.0,228.0,4,5,1.0,1.0
False,2257.0,37.0,29.0,50.0,356.0,4,5,1.0,1.0
False,1609.0,518.0,522.0,39.0,230.0,4,5,1.0,1.0
False,622.0,0.0,0.0,111.0,666.0,4,6,0.0,0.0
False,1717.0,32.0,20.0,172.0,1546.0,4,5,1.0,1.0
False,1926.0,81.0,72.0,171.0,1241.0,4,5,1.0,1.0
False,2019.0,4.0,0.0,47.0,271.0,4,5,0.0,0.0
False,2131.0,1.0,0.0,88.0,646.0,4,5,0.0,0.0
False,1306.0,21.0,6.0,56.0,341.0,4,5,1.0,0.0
False,659.0,0.0,18.0,48.0,192.0,4,5,0.0,1.0
False,1015.0,0.0,0.0,77.0,562.0,4,5,0.0,0.0
False,1400.0,40.0,37.0,84.0,488.0,4,5,1.0,1.0
False,623.0,0.0,0.0,35.0,161.0,4,7,0.0,0.0
False,631.0,1.0,0.0,170.0,1290.0,4,5,0.0,0.0
False,602.0,2.0,22.0,91.0,641.0,4,5,0.0,1.0
False,1948.0,0.0,0.0,79.0,524.0,4,5,0.0,0.0
False,1226.0,21.0,14.0,62.0,417.0,4,5,1.0,0.0
True,,,,,551.0,4,5,,
False,2100.0,245.0,244.0,53.0,323.0,4,5,1.0,1.0
False,1514.0,14.0,7.0,83.0,601.0,4,5,0.0,0.0
False,1928.0,0.0,0.0,85.0,632.0,4,1,0.0,0.0
False,1755.0,40.0,42.0,84.0,602.0,4,5,1.0,1.0
False,1351.0,61.0,39.0,153.0,1189.0,4,5,1.0,1.0
False,1233.0,0.0,0.0,102.0,701.0,4,5,0.0,0.0
False,719.0,0.0,0.0,90.0,590.0,4,5,0.0,0.0
False,1557.0,2.0,0.0,114.0,819.0,4,5,0.0,0.0
False,757.0,0.0,6.0,118.0,949.0,4,5,0.0,0.0
False,2034.0,14.0,7.0,143.0,1235.0,4,5,0.0,0.0
False,2158.0,0.0,0.0,61.0,325.0,4,5,0.0,0.0
False,1742.0,0.0,0.0,81.0,481.0,4,5,0.0,0.0
False,1220.0,5.0,32.0,161.0,1167.0,4,5,0.0,1.0
False,1300.0,0.0,0.0,44.0,247.0,4,5,0.0,0.0
False,2013.0,10.0,0.0,42.0,199.0,4,5,0.0,0.0
False,1105.0,0.0,0.0,66.0,349.0,4,5,0.0,0.0
False,504.0,0.0,0.0,179.0,1546.0,4,5,0.0,0.0
False,2046.0,76.0,57.0,242.0,1747.0,4,5,1.0,1.0
False,2332.0,102.0,90.0,133.0,937.0,4,5,1.0,1.0
False,850.0,15.0,11.0,159.0,1105.0,4,5,1.0,0.0
False,503.0,0.0,0.0,110.0,879.0,4,5,0.0,0.0
False,1637.0,0.0,0.0,35.0,172.0,4,1,0.0,0.0
False,722.0,17.0,4.0,96.0,721.0,4,5,1.0,0.0
False,2044.0,34.0,24.0,125.0,1108.0,4,5,1.0,1.0
False,1907.0,22.0,14.0,105.0,802.0,4,5,1.0,0.0
False,649.0,24.0,25.0,164.0,973.0,4,5,1.0,1.0
False,1603.0,74.0,61.0,58.0,325.0,4,6,1.0,1.0
False,1354.0,0.0,9.0,36.0,174.0,4,6,0.0,0.0
False,533.0,3.0,0.0,77.0,562.0,4,5,0.0,0.0
False,2134.0,84.0,73.0,118.0,1001.0,4,5,1.0,1.0
False,1100.0,0.0,89.0,136.0,851.0,4,5,0.0,1.0
False,712.0,0.0,0.0,121.0,1020.0,4,5,0.0,0.0
False,841.0,0.0,0.0,285.0,2486.0,4,5,0.0,0.0
False,1514.0,4.0,0.0,125.0,1090.0,4,5,0.0,0.0
False,857.0,0.0,13.0,115.0,773.0,4,6,0.0,0.0
False,1615.0,26.0,20.0,99.0,645.0,4,7,1.0,1.0
False,923.0,0.0,0.0,87.0,602.0,4,5,0.0,0.0
False,558.0,0.0,0.0,71.0,472.0,4,5,0.0,0.0
False,1202.0,0.0,0.0,101.0,775.0,4,5,0.0,0.0
False,1808.0,13.0,0.0,47.0,258.0,4,5,0.0,0.0
False,807.0,67.0,63.0,30.0,67.0,4,5,1.0,1.0
False,853.0,23.0,17.0,36.0,157.0,4,6,1.0,1.0
False,1445.0,0.0,0.0,55.0,308.0,4,5,0.0,0.0
False,2136.0,51.0,46.0,163.0,1390.0,4,5,1.0,1.0
False,1714.0,0.0,34.0,87.0,401.0,4,1,0.0,1.0
False,800.0,0.0,0.0,128.0,1037.0,4,5,0.0,0.0
False,1245.0,0.0,0.0,51.0,314.0,4,5,0.0,0.0
False,1455.0,0.0,0.0,59.0,405.0,4,5,0.0,0.0
True,,,,,802.0,4,5,,
False,1010.0,35.0,28.0,92.0,587.0,4,5,1.0,1.0
False,1655.0,0.0,0.0,46.0,199.0,4,7,0.0,0.0
False,1356.0,0.0,0.0,58.0,390.0,4,5,0.0,0.0
False,2319.0,34.0,37.0,60.0,404.0,4,5,1.0,1.0
False,2143.0,13.0,3.0,155.0,1107.0,4,5,0.0,0.0
False,1224.0,0.0,0.0,135.0,954.0,4,5,0.0,0.0
False,1059.0,4.0,9.0,22.0,100.0,4,5,0.0,0.0
False,1217.0,0.0,0.0,38.0,253.0,4,5,0.0,0.0
False,1559.0,0.0,0.0,179.0,1587.0,4,5,0.0,0.0
False,641.0,0.0,0.0,95.0,513.0,4,6,0.0,0.0
False,1951.0,0.0,0.0,61.0,374.0,4,7,0.0,0.0
False,1434.0,0.0,0.0,22.0,77.0,4,1,0.0,0.0
False,826.0,0.0,8.0,96.0,594.0,4,5,0.0,0.0
False,1215.0,0.0,0.0,108.0,771.0,4,5,0.0,0.0
False,1351.0,11.0,17.0,70.0,409.0,4,5,0.0,1.0
False,707.0,0.0,25.0,48.0,222.0,4,6,0.0,1.0
False,2337.0,42.0,31.0,149.0,1024.0,4,5,1.0,1.0
False,1134.0,0.0,0.0,37.0,174.0,4,5,0.0,0.0
False,942.0,2.0,0.0,42.0,258.0,4,5,0.0,0.0
False,1749.0,18.0,4.0,104.0,792.0,4,7,1.0,0.0
False,1719.0,29.0,21.0,59.0,386.0,4,5,1.0,1.0
False,1252.0,17.0,4.0,57.0,358.0,4,5,1.0,0.0
False,955.0,3.0,0.0,93.0,771.0,4,6,0.0,0.0
False,756.0,1.0,2.0,156.0,1067.0,4,5,0.0,0.0
False,1542.0,67.0,47.0,56.0,376.0,4,7,1.0,1.0
False,1046.0,0.0,0.0,57.0,349.0,4,5,0.0,0.0
False,1502.0,27.0,9.0,113.0,853.0,4,5,1.0,0.0
False,657.0,7.0,0.0,159.0,1449.0,4,5,0.0,0.0
False,702.0,2.0,0.0,135.0,972.0,4,5,0.0,0.0
False,1004.0,5.0,5.0,49.0,199.0,4,5,0.0,0.0
False,1231.0,0.0,0.0,126.0,763.0,4,7,0.0,0.0
False,1214.0,0.0,0.0,204.0,1506.0,4,5,0.0,0.0
False,2009.0,26.0,14.0,65.0,371.0,4,6,1.0,0.0
False,2017.0,12.0,14.0,66.0,418.0,4,5,0.0,0.0
False,617.0,2.0,0.0,118.0,917.0,4,5,0.0,0.0
False,709.0,0.0,0.0,81.0,528.0,4,5,0.0,0.0
False,649.0,0.0,0.0,43.0,255.0,4,5,0.0,0.0
False,803.0,3.0,0.0,106.0,663.0,4,5,0.0,0.0
False,1250.0,0.0,0.0,70.0,416.0,4,1,0.0,0.0
False,1007.0,0.0,0.0,115.0,802.0,4,5,0.0,0.0
False,1229.0,0.0,0.0,203.0,1482.0,4,5,0.0,0.0
False,1801.0,0.0,10.0,34.0,161.0,4,6,0.0,0.0
False,1434.0,29.0,20.0,56.0,436.0,4,5,1.0,1.0
False,1330.0,5.0,0.0,69.0,446.0,4,5,0.0,0.0
False,1157.0,97.0,85.0,56.0,374.0,4,7,1.0,1.0
False,2235.0,0.0,1.0,75.0,515.0,4,6,0.0,0.0
False,900.0,0.0,0.0,87.0,721.0,4,5,0.0,0.0
False,2339.0,114.0,114.0,129.0,997.0,4,5,1.0,1.0
False,1211.0,6.0,3.0,242.0,2106.0,4,5,0.0,0.0
False,1734.0,0.0,0.0,62.0,356.0,4,5,0.0,0.0
False,605.0,0.0,0.0,126.0,945.0,4,5,0.0,0.0
False,629.0,0.0,0.0,78.0,438.0,4,6,0.0,0.0
True,,,,,882.0,4,5,,
False,1240.0,5.0,0.0,49.0,277.0,4,5,0.0,0.0
False,1320.0,10.0,21.0,19.0,77.0,4,5,0.0,1.0
False,1244.0,0.0,0.0,114.0,853.0,4,5,0.0,0.0
True,,,,,955.0,4,5,,
False,1257.0,2.0,13.0,33.0,173.0,4,5,0.0,0.0
False,1849.0,74.0,77.0,67.0,327.0,4,5,1.0,1.0
False,1615.0,0.0,0.0,25.0,127.0,4,6,0.0,0.0
False,600.0,0.0,0.0,45.0,270.0,4,5,0.0,0.0
False,1049.0,29.0,26.0,207.0,1709.0,4,5,1.0,1.0
False,612.0,0.0,0.0,115.0,946.0,4,5,0.0,0.0
False,2001.0,196.0,192.0,102.0,822.0,4,5,1.0,1.0
False,1242.0,0.0,0.0,103.0,657.0,4,6,0.0,0.0
False,934.0,0.0,0.0,225.0,1670.0,4,5,0.0,0.0
False,2057.0,12.0,0.0,95.0,759.0,4,5,0.0,0.0
False,1632.0,7.0,0.0,110.0,862.0,4,5,0.0,0.0
False,2120.0,15.0,19.0,67.0,391.0,4,5,1.0,1.0
False,2121.0,0.0,0.0,40.0,226.0,4,5,0.0,0.0
False,659.0,14.0,11.0,77.0,534.0,4,5,0.0,0.0
False,1605.0,0.0,0.0,105.0,642.0,4,5,0.0,0.0
False,904.0,0.0,7.0,32.0,160.0,4,5,0.0,0.0
False,1727.0,0.0,0.0,96.0,589.0,4,1,0.0,0.0
False,605.0,0.0,3.0,90.0,695.0,4,5,0.0,0.0
False,852.0,0.0,2.0,66.0,416.0,4,6,0.0,0.0
False,1442.0,7.0,0.0,95.0,651.0,4,5,0.0,0.0
False,758.0,0.0,3.0,75.0,546.0,4,5,0.0,0.0
False,920.0,6.0,5.0,24.0,67.0,4,1,0.0,0.0
False,1118.0,0.0,0.0,47.0,308.0,4,5,0.0,0.0
False,650.0,0.0,0.0,34.0,130.0,4,5,0.0,0.0
False,1020.0,0.0,0.0,65.0,414.0,4,5,0.0,0.0
False,1350.0,10.0,7.0,123.0,1015.0,4,5,0.0,0.0
False,1233.0,0.0,0.0,24.0,100.0,4,6,0.0,0.0
False,2246.0,1.0,0.0,130.0,957.0,4,5,0.0,0.0
False,2101.0,0.0,0.0,40.0,240.0,4,1,0.0,0.0
False,1051.0,0.0,0.0,39.0,196.0,4,7,0.0,0.0
False,1116.0,1.0,0.0,57.0,370.0,4,5,0.0,0.0
False,822.0,2.0,0.0,59.0,332.0,4,5,0.0,0.0
False,1326.0,26.0,19.0,96.0,571.0,4,5,1.0,1.0
False,1405.0,0.0,22.0,28.0,137.0,4,6,0.0,1.0
False,1443.0,0.0,0.0,108.0,758.0,4,5,0.0,0.0
False,1042.0,2.0,0.0,35.0,197.0,4,5,0.0,0.0
False,659.0,0.0,5.0,70.0,446.0,4,5,0.0,0.0
False,849.0,19.0,17.0,74.0,507.0,4,5,1.0,1.0
False,2136.0,81.0,97.0,86.0,612.0,4,5,1.0,1.0
False,1714.0,4.0,0.0,141.0,1009.0,4,5,0.0,0.0
False,2105.0,10.0,5.0,92.0,669.0,4,5,0.0,0.0
False,1019.0,0.0,0.0,100.0,589.0,4,7,0.0,0.0
False,1711.0,76.0,63.0,50.0,277.0,4,5,1.0,1.0
False,1453.0,0.0,0.0,66.0,407.0,4,5,0.0,0.0
False,1101.0,1.0,0.0,93.0,762.0,4,5,0.0,0.0
False,1703.0,53.0,42.0,41.0,240.0,4,5,1.0,1.0
False,600.0,0.0,0.0,177.0,1246.0,4,5,0.0,0.0
False,1751.0,0.0,0.0,17.0,67.0,4,1,0.0,0.0
False,1744.0,0.0,0.0,29.0,127.0,4,6,0.0,0.0
False,931.0,6.0,2.0,80.0,588.0,4,5,0.0,0.0
False,744.0,0.0,0.0,84.0,588.0,4,6,0.0,0.0
False,1440.0,0.0,0.0,19.0,77.0,4,6,0.0,0.0
False,817.0,0.0,0.0,37.0,189.0,4,5,0.0,0.0
False,1222.0,0.0,0.0,37.0,253.0,4,7,0.0,0.0
False,953.0,3.0,0.0,79.0,601.0,4,5,0.0,0.0
False,556.0,0.0,0.0,69.0,423.0,4,7,0.0,0.0
False,1508.0,33.0,22.0,58.0,427.0,4,5,1.0,1.0
False,1007.0,2.0,10.0,148.0,1235.0,4,5,0.0,0.0
False,1117.0,0.0,5.0,136.0,771.0,4,1,0.0,0.0
False,559.0,0.0,10.0,138.0,1005.0,4,5,0.0,0.0
False,816.0,16.0,3.0,99.0,849.0,4,5,1.0,0.0
False,1719.0,14.0,19.0,56.0,229.0,4,5,0.0,1.0
False,1637.0,82.0,75.0,63.0,423.0,4,5,1.0,1.0
False,620.0,12.0,43.0,55.0,368.0,4,5,0.0,1.0
False,908.0,0.0,0.0,17.0,67.0,4,7,0.0,0.0
False,1854.0,3.0,0.0,45.0,303.0,4,6,0.0,0.0
False,1858.0,18.0,37.0,113.0,883.0,4,5,1.0,1.0
False,547.0,0.0,0.0,76.0,516.0,4,5,0.0,0.0
False,730.0,5.0,0.0,156.0,1090.0,4,5,0.0,0.0
False,1654.0,125.0,121.0,68.0,325.0,4,5,1.0,1.0
False,908.0,0.0,0.0,17.0,67.0,4,5,0.0,0.0
False,847.0,0.0,0.0,22.0,100.0,4,5,0.0,0.0
False,1422.0,13.0,9.0,37.0,193.0,4,7,0.0,0.0
False,656.0,0.0,0.0,43.0,199.0,4,6,0.0,0.0
False,1116.0,1.0,0.0,121.0,1020.0,4,5,0.0,0.0
False,1955.0,10.0,6.0,19.0,67.0,4,7,0.0,0.0
False,2004.0,0.0,0.0,70.0,438.0,4,5,0.0,0.0
False,505.0,0.0,0.0,83.0,628.0,4,5,0.0,0.0
False,2021.0,26.0,26.0,47.0,296.0,4,5,1.0,1.0
False,1155.0,65.0,66.0,87.0,642.0,4,6,1.0,1.0
False,928.0,18.0,0.0,128.0,909.0,4,5,1.0,0.0
False,1441.0,0.0,0.0,58.0,368.0,4,6,0.0,0.0
False,752.0,0.0,0.0,47.0,247.0,4,5,0.0,0.0
False,1524.0,0.0,0.0,50.0,251.0,4,7,0.0,0.0
False,2208.0,13.0,0.0,43.0,251.0,4,5,0.0,0.0
False,1345.0,10.0,0.0,58.0,369.0,4,5,0.0,0.0
False,925.0,0.0,0.0,99.0,680.0,4,5,0.0,0.0
False,1443.0,0.0,0.0,52.0,286.0,4,5,0.0,0.0
False,1603.0,33.0,14.0,48.0,284.0,4,7,1.0,0.0
False,1823.0,0.0,0.0,39.0,201.0,4,7,0.0,0.0
False,1506.0,1.0,0.0,70.0,592.0,4,5,0.0,0.0
False,1543.0,8.0,2.0,71.0,461.0,4,5,0.0,0.0
False,1108.0,48.0,39.0,105.0,771.0,4,7,1.0,1.0
False,2010.0,0.0,0.0,53.0,347.0,4,5,0.0,0.0
False,834.0,4.0,5.0,45.0,239.0,4,5,0.0,0.0
False,1728.0,0.0,0.0,51.0,282.0,4,7,0.0,0.0
True,,,,,404.0,4,5,,
False,906.0,1.0,42.0,145.0,854.0,4,5,0.0,1.0
False,1845.0,20.0,5.0,102.0,874.0,4,5,1.0,0.0
False,2311.0,61.0,64.0,115.0,756.0,4,5,1.0,1.0
False,1431.0,0.0,0.0,54.0,376.0,4,5,0.0,0.0
False,1258.0,0.0,0.0,46.0,296.0,4,5,0.0,0.0
False,1736.0,26.0,10.0,282.0,2106.0,4,5,1.0,0.0
False,1004.0,0.0,11.0,126.0,744.0,4,5,0.0,0.0
False,959.0,0.0,0.0,58.0,316.0,4,6,0.0,0.0
False,832.0,17.0,8.0,46.0,328.0,4,5,1.0,0.0
False,1131.0,0.0,0.0,38.0,212.0,4,7,0.0,0.0
False,1054.0,0.0,1.0,90.0,552.0,4,1,0.0,0.0
False,1550.0,0.0,0.0,43.0,258.0,4,5,0.0,0.0
False,1123.0,0.0,0.0,36.0,189.0,4,5,0.0,0.0
False,1753.0,0.0,1.0,63.0,417.0,4,5,0.0,0.0
False,1735.0,0.0,9.0,52.0,288.0,4,7,0.0,0.0
False,1612.0,72.0,72.0,52.0,281.0,4,5,1.0,1.0
False,2236.0,6.0,9.0,56.0,368.0,4,5,0.0,0.0
False,1906.0,6.0,0.0,53.0,307.0,4,5,0.0,0.0
False,524.0,0.0,0.0,41.0,293.0,4,5,0.0,0.0
False,819.0,0.0,0.0,102.0,647.0,4,5,0.0,0.0
False,1914.0,104.0,105.0,148.0,1053.0,4,5,1.0,1.0
False,834.0,0.0,0.0,53.0,258.0,4,5,0.0,0.0
False,747.0,0.0,0.0,101.0,775.0,4,5,0.0,0.0
False,1905.0,0.0,0.0,100.0,642.0,4,7,0.0,0.0
False,1448.0,0.0,0.0,39.0,253.0,4,6,0.0,0.0
False,2306.0,16.0,0.0,82.0,581.0,4,5,1.0,0.0
False,1711.0,0.0,0.0,67.0,404.0,4,7,0.0,0.0
False,1822.0,117.0,115.0,65.0,399.0,4,5,1.0,1.0
False,2107.0,27.0,14.0,51.0,362.0,4,5,1.0,0.0
False,1626.0,21.0,49.0,36.0,161.0,4,6,1.0,1.0
False,1157.0,2.0,0.0,40.0,236.0,4,5,0.0,0.0
False,755.0,0.0,0.0,94.0,725.0,4,5,0.0,0.0
False,840.0,25.0,19.0,53.0,258.0,4,5,1.0,1.0
False,530.0,0.0,0.0,74.0,369.0,4,5,0.0,0.0
False,1727.0,52.0,,,873.0,4,5,1.0,
False,2319.0,49.0,52.0,65.0,409.0,4,5,1.0,1.0
False,625.0,0.0,0.0,149.0,1182.0,4,5,0.0,0.0
False,617.0,0.0,0.0,86.0,692.0,4,5,0.0,0.0
False,1840.0,0.0,0.0,137.0,1107.0,4,5,0.0,0.0
False,1440.0,0.0,0.0,36.0,159.0,4,6,0.0,0.0
False,602.0,0.0,0.0,54.0,362.0,4,5,0.0,0.0
False,1856.0,21.0,9.0,72.0,546.0,4,5,1.0,0.0
False,2050.0,0.0,0.0,38.0,172.0,4,5,0.0,0.0
False,2142.0,77.0,72.0,101.0,663.0,4,5,1.0,1.0
False,900.0,0.0,0.0,56.0,436.0,4,5,0.0,0.0
False,1042.0,0.0,0.0,35.0,196.0,4,5,0.0,0.0
False,2049.0,69.0,63.0,48.0,229.0,4,5,1.0,1.0
False,1505.0,0.0,0.0,49.0,266.0,4,6,0.0,0.0
False,1214.0,0.0,0.0,278.0,2435.0,4,5,0.0,0.0
False,1933.0,0.0,0.0,135.0,977.0,4,5,0.0,0.0
False,711.0,8.0,12.0,91.0,566.0,4,6,0.0,0.0
False,2038.0,48.0,22.0,306.0,2329.0,4,5,1.0,1.0
False,652.0,0.0,0.0,59.0,301.0,4,6,0.0,0.0
False,1833.0,13.0,4.0,199.0,1788.0,4,5,0.0,0.0
False,1632.0,0.0,0.0,40.0,253.0,4,7,0.0,0.0
False,1032.0,2.0,0.0,23.0,100.0,4,1,0.0,0.0
False,709.0,0.0,0.0,59.0,343.0,4,5,0.0,0.0
False,1307.0,27.0,19.0,57.0,444.0,4,5,1.0,1.0
False,1808.0,0.0,0.0,53.0,286.0,4,6,0.0,0.0
False,818.0,3.0,0.0,48.0,315.0,4,7,0.0,0.0
True,,,,,223.0,4,5,,
False,2102.0,52.0,50.0,117.0,775.0,4,5,1.0,1.0
False,1552.0,0.0,0.0,71.0,416.0,4,1,0.0,0.0
False,1820.0,95.0,65.0,48.0,359.0,4,5,1.0,1.0
False,1557.0,0.0,0.0,110.0,775.0,4,5,0.0,0.0
False,1828.0,53.0,93.0,119.0,930.0,4,5,1.0,1.0
False,1322.0,0.0,0.0,69.0,323.0,4,7,0.0,0.0
False,1732.0,42.0,43.0,103.0,675.0,4,5,1.0,1.0
False,1422.0,0.0,4.0,34.0,80.0,4,5,0.0,0.0
False,1328.0,0.0,0.0,45.0,251.0,4,7,0.0,0.0
False,1054.0,0.0,3.0,273.0,2378.0,4,5,0.0,0.0
False,906.0,0.0,0.0,94.0,621.0,4,5,0.0,0.0
False,913.0,0.0,0.0,294.0,2349.0,4,5,0.0,0.0
False,1718.0,43.0,30.0,30.0,159.0,4,5,1.0,1.0
False,1823.0,18.0,24.0,69.0,446.0,4,5,1.0,1.0
False,758.0,0.0,0.0,192.0,1444.0,4,5,0.0,0.0
False,2122.0,7.0,0.0,159.0,1182.0,4,5,0.0,0.0
False,1953.0,8.0,9.0,79.0,577.0,4,5,0.0,0.0
False,639.0,0.0,0.0,97.0,536.0,4,7,0.0,0.0
False,2010.0,55.0,52.0,83.0,601.0,4,5,1.0,1.0
False,1348.0,0.0,0.0,83.0,666.0,4,7,0.0,0.0
False,1727.0,0.0,0.0,27.0,100.0,4,5,0.0,0.0
False,1716.0,21.0,7.0,120.0,895.0,4,5,1.0,0.0
False,951.0,11.0,1.0,90.0,634.0,4,5,0.0,0.0
False,531.0,0.0,0.0,143.0,1014.0,4,5,0.0,0.0
False,1116.0,56.0,59.0,84.0,356.0,4,5,1.0,1.0
False,1831.0,6.0,0.0,31.0,153.0,4,5,0.0,0.0
False,1607.0,47.0,39.0,56.0,355.0,4,5,1.0,1.0
False,6.0,91.0,74.0,119.0,862.0,4,5,1.0,1.0
False,1703.0,0.0,3.0,45.0,229.0,4,6,0.0,0.0
False,932.0,0.0,0.0,44.0,212.0,4,7,0.0,0.0
False,706.0,1.0,0.0,57.0,353.0,4,5,0.0,0.0
False,617.0,2.0,0.0,91.0,762.0,4,5,0.0,0.0
False,1535.0,40.0,32.0,139.0,1162.0,4,5,1.0,1.0
False,2053.0,28.0,26.0,74.0,472.0,4,5,1.0,1.0
False,610.0,10.0,4.0,116.0,696.0,4,5,0.0,0.0
False,1741.0,0.0,0.0,102.0,566.0,4,5,0.0,0.0
False,1724.0,4.0,0.0,54.0,368.0,4,5,0.0,0.0
False,1510.0,60.0,45.0,155.0,1129.0,4,5,1.0,1.0
False,2151.0,41.0,34.0,146.0,1014.0,4,5,1.0,1.0
True,,,,,1182.0,4,5,,
False,1717.0,32.0,41.0,146.0,973.0,4,5,1.0,1.0
False,2037.0,42.0,38.0,175.0,1460.0,4,5,1.0,1.0
False,1600.0,5.0,4.0,223.0,1865.0,4,5,0.0,0.0
False,1141.0,0.0,0.0,84.0,489.0,4,6,0.0,0.0
False,1713.0,39.0,24.0,35.0,172.0,4,7,1.0,1.0
False,1212.0,2.0,0.0,67.0,437.0,4,5,0.0,0.0
False,729.0,0.0,0.0,82.0,591.0,4,5,0.0,0.0
False,1655.0,30.0,38.0,136.0,973.0,4,5,1.0,1.0
False,1725.0,10.0,3.0,61.0,423.0,4,5,0.0,0.0
False,2140.0,0.0,0.0,38.0,201.0,4,5,0.0,0.0
False,1107.0,22.0,20.0,24.0,100.0,4,5,1.0,1.0
False,610.0,0.0,0.0,87.0,721.0,4,5,0.0,0.0
False,1608.0,73.0,84.0,103.0,634.0,4,5,1.0,1.0
False,1750.0,0.0,0.0,45.0,199.0,4,6,0.0,0.0
False,635.0,5.0,0.0,102.0,666.0,4,5,0.0,0.0
False,534.0,0.0,0.0,130.0,843.0,4,5,0.0,0.0
False,1901.0,31.0,18.0,67.0,420.0,4,5,1.0,1.0
True,,,,,1182.0,4,5,,
False,1320.0,0.0,0.0,65.0,447.0,4,5,0.0,0.0
False,1458.0,8.0,0.0,136.0,1121.0,4,5,0.0,0.0
False,804.0,0.0,0.0,69.0,446.0,4,5,0.0,0.0
False,1244.0,10.0,1.0,59.0,395.0,4,6,0.0,0.0
False,613.0,0.0,0.0,53.0,302.0,4,5,0.0,0.0
False,1315.0,0.0,0.0,58.0,303.0,4,5,0.0,0.0
False,1949.0,0.0,0.0,50.0,288.0,4,7,0.0,0.0
False,1143.0,0.0,0.0,284.0,2498.0,4,5,0.0,0.0
False,1041.0,0.0,0.0,25.0,67.0,4,5,0.0,0.0
True,,,,,402.0,4,5,,
False,1209.0,9.0,25.0,44.0,255.0,4,5,0.0,1.0
False,901.0,0.0,0.0,55.0,293.0,4,5,0.0,0.0
False,1449.0,29.0,25.0,61.0,337.0,4,5,1.0,1.0
False,1135.0,5.0,0.0,44.0,239.0,4,5,0.0,0.0
False,2211.0,12.0,11.0,36.0,193.0,4,5,0.0,0.0
False,846.0,0.0,4.0,110.0,763.0,4,7,0.0,0.0
False,1935.0,30.0,20.0,115.0,764.0,4,5,1.0,1.0
False,625.0,0.0,0.0,71.0,524.0,4,5,0.0,0.0
False,1113.0,53.0,35.0,96.0,771.0,4,6,1.0,1.0
False,1248.0,0.0,0.0,68.0,416.0,4,6,0.0,0.0
False,836.0,0.0,0.0,86.0,596.0,4,6,0.0,0.0
False,650.0,43.0,54.0,98.0,515.0,4,5,1.0,1.0
False,1632.0,0.0,0.0,74.0,420.0,4,7,0.0,0.0
False,742.0,0.0,0.0,83.0,552.0,4,6,0.0,0.0
False,1926.0,0.0,0.0,31.0,130.0,4,6,0.0,0.0
False,1023.0,0.0,107.0,140.0,955.0,4,5,0.0,1.0
False,1939.0,144.0,122.0,174.0,1184.0,4,5,1.0,1.0
False,1440.0,0.0,0.0,45.0,296.0,4,5,0.0,0.0
False,821.0,11.0,2.0,73.0,488.0,4,5,0.0,0.0
False,1830.0,0.0,0.0,39.0,199.0,4,1,0.0,0.0
False,2122.0,0.0,0.0,63.0,495.0,4,5,0.0,0.0
False,2054.0,24.0,11.0,78.0,484.0,4,5,1.0,0.0
False,2318.0,83.0,68.0,82.0,562.0,4,5,1.0,1.0
False,721.0,0.0,0.0,61.0,417.0,4,5,0.0,0.0
False,1031.0,1.0,0.0,97.0,589.0,4,6,0.0,0.0
False,1859.0,4.0,0.0,91.0,577.0,4,5,0.0,0.0
False,1914.0,104.0,98.0,82.0,670.0,4,5,1.0,1.0
False,506.0,1.0,31.0,119.0,802.0,4,5,0.0,1.0
False,1204.0,14.0,2.0,77.0,468.0,4,6,0.0,0.0
False,1715.0,0.0,0.0,61.0,401.0,4,6,0.0,0.0
False,1815.0,0.0,0.0,64.0,368.0,4,1,0.0,0.0
False,943.0,23.0,17.0,118.0,973.0,4,5,1.0,1.0
False,2200.0,110.0,109.0,54.0,337.0,4,5,1.0,1.0
False,1550.0,0.0,0.0,51.0,326.0,4,5,0.0,0.0
False,957.0,0.0,0.0,47.0,296.0,4,5,0.0,0.0
False,1914.0,19.0,13.0,126.0,872.0,4,5,1.0,0.0
False,1934.0,9.0,15.0,149.0,1242.0,4,5,0.0,1.0
False,1212.0,42.0,116.0,88.0,594.0,4,5,1.0,1.0
False,628.0,0.0,0.0,46.0,341.0,4,5,0.0,0.0
False,1202.0,0.0,0.0,60.0,286.0,4,1,0.0,0.0
False,608.0,0.0,0.0,132.0,1107.0,4,5,0.0,0.0
False,2302.0,42.0,36.0,64.0,481.0,4,5,1.0,1.0
